Department,Sub-Department,Sub-Sub-Department,Location,Position,Name,Apt_Type,Pay_Plan,Lvl_grade_pay,Tenure,Expiration,Additional_Note,Additional_Note_2,Additional_Note3,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE OF THE GENERAL COUNSEL,None,Do......................,General Counsel.......,Vacant...............................,PAS,EX,IV,..........,................,,,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE OF THE GENERAL COUNSEL,None,Do......................,Principal Deputy,William B. Schultz...................,NA,ES,..........,..........,................,General Counsel.,,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE OF THE GENERAL COUNSEL,None,Do......................,Deputy General Counsel,Kenneth Young Choe...................,NA,ES,..........,..........,................,and Counselor to the,Office of Health,Reform.,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE OF THE GENERAL COUNSEL,None,Do......................,Deputy General Counsel,Gia Lee..............................,NA,ES,..........,..........,................,,,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE OF THE GENERAL COUNSEL,None,Do......................,......do..............,Career Incumbent.....................,CA,ES,..........,..........,................,,,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE OF THE GENERAL COUNSEL,None,Do......................,Senior Advisor........,......do.............................,CA,ES,..........,..........,................,,,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE OF THE GENERAL COUNSEL,None,Do......................,Associate General,......do.............................,CA,ES,..........,..........,................,Counsel.,,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE OF THE GENERAL COUNSEL,None,Do......................,Deputy Associate,......do.............................,CA,ES,..........,..........,................,"General Counsel,",Public Health,(National Institutes,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE OF THE GENERAL COUNSEL,None,"General Counsel,",Public Health,(National Institutes,of Health).,,,,,,,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE OF THE GENERAL COUNSEL,None,Do......................,Deputy Associate,......do.............................,CA,ES,..........,..........,................,"General Counsel,",Program Integrity.,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE OF THE GENERAL COUNSEL,None,Do......................,Special Assistant to,......do.............................,CA,ES,..........,..........,................,the Deputy General,Counsel.,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE OF THE GENERAL COUNSEL,None,Do......................,Confidential Assistant,Daniel R. Suvor......................,SC,GS,12,..........,................,,,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE OF THE GENERAL COUNSEL,Chief Counsels,"New York, NY................",Chief Counsel Region,Career Incumbent.....................,CA,ES,..........,..........,................,II.,,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE OF THE GENERAL COUNSEL,Chief Counsels,"Atlanta, GA.................","Chief Counsel, Region",......do.............................,CA,ES,..........,..........,................,IV.,,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE OF THE GENERAL COUNSEL,Chief Counsels,"Chicago, IL.................","Chief Counsel, Region",......do.............................,CA,ES,..........,..........,................,V.,,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE OF THE GENERAL COUNSEL,Chief Counsels,"Dallas, TX..................","Chief Counsel, Region",......do.............................,CA,ES,..........,..........,................,VI.,,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE OF THE GENERAL COUNSEL,Chief Counsels,"San Francisco, CA...........","Chief Counsel, Region",......do.............................,CA,ES,..........,..........,................,IX.,,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE OF THE GENERAL COUNSEL,Chief Counsels,"Seattle, WA.................","Chief Counsel, Region",Vacant...............................,........,ES,..........,..........,................,X.,,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE OF THE GENERAL COUNSEL,Associate Counsel Divisions,"Washington, DC..............",Associate General,Career Incumbent.....................,CA,ES,..........,..........,................,"Counsel, Legislation",Division.,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE OF THE GENERAL COUNSEL,Associate Counsel Divisions,"Rockville, MD...............",Associate General,......do.............................,CA,ES,..........,..........,................,"Counsel, Public",Health.,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE OF THE GENERAL COUNSEL,Associate Counsel Divisions,Do......................,Deputy Associate,......do.............................,CA,ES,..........,..........,................,"General Counsel,",Public Health and,Science.,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE OF THE GENERAL COUNSEL,Associate Counsel Divisions,Do......................,Associate General,......do.............................,CA,ES,..........,..........,................,"Counsel, Food and",Drug Division.,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE OF THE GENERAL COUNSEL,Associate Counsel Divisions,"Washington, DC..............",Associate General,......do.............................,CA,ES,..........,..........,................,"Counsel, Civil Rights",Division.,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE OF THE GENERAL COUNSEL,Associate Counsel Divisions,Do......................,Associate General,......do.............................,CA,ES,..........,..........,................,"Counsel, Centers for",Medicaid and Medicare,Services.,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE OF THE GENERAL COUNSEL,Associate Counsel Divisions,Do......................,Deputy Associate,......do.............................,CA,ES,..........,..........,................,"General Counsel,","Procurement, Fiscal,",and Information Law.,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE OF THE GENERAL COUNSEL,Associate Counsel Divisions,Do......................,Deputy Associate,......do.............................,CA,ES,..........,..........,................,"General Counsel,",Centers for Medicare,and Medicaid Services,Division.,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE OF THE GENERAL COUNSEL,Associate Counsel Divisions,"Woodlawn, MD................",Deputy Associate,......do.............................,CA,ES,..........,..........,................,"General Counsel,",Litigation.,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE OF THE GENERAL COUNSEL,Associate Counsel Divisions,"Washington, DC..............",Associate General,......do.............................,CA,ES,..........,..........,................,"Counsel Children,",Family and Aging,Division.,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE OF THE GENERAL COUNSEL,Associate Counsel Divisions,Do......................,Deputy Associate,Vacant...............................,........,ES,..........,..........,................,General Counsel.,,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE OF THE GENERAL COUNSEL,Associate Counsel Divisions,"Atlanta, GA.................",Deputy Associate,Career Incumbent.....................,CA,ES,..........,..........,................,General Counsel for,Public Health,(Disease Control).,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE FOR CIVIL RIGHTS,Associate Counsel Divisions,"Washington, DC..............",Director..............,Leon Rodriguez.......................,NA,ES,..........,..........,................,,,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE FOR CIVIL RIGHTS,Associate Counsel Divisions,Do......................,Deputy Director.......,Career Incumbent.....................,CA,ES,..........,..........,................,,,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE FOR CIVIL RIGHTS,Associate Counsel Divisions,"Washington, DC..............",Deputy Director for,Vacant...............................,........,ES,..........,..........,................,Management Operations.,,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE FOR CIVIL RIGHTS,Associate Counsel Divisions,Do......................,Deputy Director for,Karen V. Walker Bryce................,NA,ES,..........,..........,................,Programs and Policy.,,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE FOR CIVIL RIGHTS,Associate Counsel Divisions,Do......................,Senior Advisor........,Juliet Kwon Choi.....................,NA,ES,..........,..........,................,,,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE FOR CIVIL RIGHTS,Associate Counsel Divisions,Do......................,Deputy Director for,Career Incumbent.....................,CA,ES,..........,..........,................,Health Information,Privacy.,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE FOR CIVIL RIGHTS,Associate Counsel Divisions,Do......................,Senior Advisor........,......do.............................,CA,ES,..........,..........,................,,,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE FOR CIVIL RIGHTS,Associate Counsel Divisions,Do......................,"Deputy Director,",......do.............................,CA,ES,..........,..........,................,Enforcement and,Regional Operations.,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,ADMINISTRATION ON AGING,None,Do......................,Assistant Secretary...,Kathy J. Greenlee....................,PAS,EX,IV,..........,................,,,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,ADMINISTRATION ON AGING,None,Do......................,Deputy Assistant,Career Incumbent.....................,CA,ES,..........,..........,................,Secretary for Policy,and Management.,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,ADMINISTRATION ON AGING,None,Do......................,Deputy Assistant,......do.............................,CA,ES,..........,..........,................,Secretary for Policy,and Programs.,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,ADMINISTRATION ON AGING,None,Do......................,"Director, Office of",......do.............................,CA,ES,..........,..........,................,Actuarial Integrity.,,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,ADMINISTRATION ON AGING,None,Do......................,Special Assistant.....,Erin Bailey Fitzgerald...............,SC,GS,13,..........,................,,,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE OF  THE ASSISTANT SECRETARY FOR CHILDREN AND FAMILIES,None,Do......................,Assistant Secretary...,Vacant...............................,PAS,EX,IV,..........,................,,,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE OF  THE ASSISTANT SECRETARY FOR CHILDREN AND FAMILIES,None,Do......................,Principal Deputy,George Henry Sheldon.................,NA,ES,..........,..........,................,Assistant Secretary.,,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE OF  THE ASSISTANT SECRETARY FOR CHILDREN AND FAMILIES,None,Do......................,"Director, Office of",Career Incumbent.....................,CA,ES,..........,..........,................,"Planning, Research",and Evaluation.,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE OF  THE ASSISTANT SECRETARY FOR CHILDREN AND FAMILIES,None,Do......................,Deputy Assistant,Linda Kay Smith......................,NA,ES,..........,..........,................,Secretary and Inter-,Departmental Liaison,for Early Childhood,Development.,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE OF  THE ASSISTANT SECRETARY FOR CHILDREN AND FAMILIES,None,Do......................,Deputy Assistant,Mark H. Greenberg....................,NA,ES,..........,..........,................,Secretary for Policy.,,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE OF  THE ASSISTANT SECRETARY FOR CHILDREN AND FAMILIES,None,Do......................,Senior Advisor........,Career Incumbent.....................,CA,ES,..........,..........,................,,,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE OF  THE ASSISTANT SECRETARY FOR CHILDREN AND FAMILIES,None,Do......................,Chief Medical Officer.,"George Lamonte Askew, M.D............",NA,ES,..........,..........,................,,,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE OF  THE ASSISTANT SECRETARY FOR CHILDREN AND FAMILIES,None,Do......................,"Director, Office of",Shannon L. Rudisill..................,NA,ES,..........,..........,................,Child Care.,,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE OF  THE ASSISTANT SECRETARY FOR CHILDREN AND FAMILIES,None,Do......................,Senior Advisor........,Melissa Jaacks.......................,TA,ES,..........,..........,9/9/2014,,,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE OF  THE ASSISTANT SECRETARY FOR CHILDREN AND FAMILIES,None,Do......................,......do..............,Miriam Elena Calderon................,SC,GS,15,..........,................,,,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE OF  THE ASSISTANT SECRETARY FOR CHILDREN AND FAMILIES,None,Do......................,Confidential Assistant,Miya Nicole Cain.....................,SC,GS,11,..........,................,,,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE OF  THE ASSISTANT SECRETARY FOR CHILDREN AND FAMILIES,None,Do......................,Confidential Assistant,Shantel Elizabeth Meek...............,SC,GS,12,..........,................,to the Deputy,Assistant Secretary,and Inter-,Departmental Liaison,for Early Childhood,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE OF  THE ASSISTANT SECRETARY FOR CHILDREN AND FAMILIES,None,Do......................,Confidential Assistant,Alicia Lynn Sutton...................,SC,GS,12,..........,................,to the Deputy,Assistant Secretary,"for Policy,",Administration for,Children and Families.,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE OF  THE ASSISTANT SECRETARY FOR CHILDREN AND FAMILIES,None,Do......................,Special Assistant to,Mariestella Fischer..................,SC,GS,13,..........,................,the Principal Deputy,Assistant Secretary.,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE OF  THE ASSISTANT SECRETARY FOR CHILDREN AND FAMILIES,Office of Information Systems Management,"Boston, MA..................",Regional Hub Director.,Career Incumbent.....................,CA,ES,..........,..........,................,,,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,OFFICE OF  THE ASSISTANT SECRETARY FOR CHILDREN AND FAMILIES,Office of Information Systems Management,"Atlanta, GA.................",......do..............,......do.............................,CA,ES,..........,..........,................,,,,,,,
